Name,Latitude,Longitude,Parroquia,Tipus,Date,Marker,Link to the inventory,Explore,Level of protection,Link Picture,Image source,Id_culture,Property,Style,Historical Periods,Visitable,Visible online,Catalog code parròquia,Link TripAdvisor,Link Wikipedia,Link parròquia,Link VisitAndorra,Architect- Artist,Notes
Pont de Sassanat,42.500788,1.554179,Escaldes-Engordany,bridge,1942-1944,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=111,,BI,http://www.cultura.ad/banc/img/Grans/99.jpg,Patrimoni Cultural d'Andorra,111,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,Eli-21,,https://ca.wikipedia.org/wiki/Pont_de_Sassanat,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=92,,,
Xurrina House,42.509824,1.542255,Escaldes-Engordany,multi-family housing,1948-1950,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=112,,BI,http://www.cultura.ad/banc/img/Grans/100.jpg,Patrimoni Cultural d'Andorra,112,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,CA.04-12,,https://en.wikipedia.org/wiki/Casa_Xurrina,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=36,,Xavier Pla,
Casa Vidal,42.508545,1.540062,Escaldes-Engordany,multi-family housing,1946,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=113,,BI,http://www.cultura.ad/banc/img/Grans/101.jpg,Patrimoni Cultural d'Andorra,113,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,CA.03-10,,https://en.wikipedia.org/wiki/Casa_Vidal,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=36,http://visitandorra.com/en/culture/contemporary-architecture-in-andorra/,Xavier Pla,
Casa Duró,42.508573,1.537187,Escaldes-Engordany,multi-family housing,1953-1954,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=114,,BI,http://www.cultura.ad/banc/img/Grans/102.jpg,Patrimoni Cultural d'Andorra,114,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,CA.03-14,,https://ca.wikipedia.org/wiki/Casa_Dur%C3%B3,,http://visitandorra.com/en/culture/contemporary-architecture-in-andorra/,,
Galeries Cristall,42.5088,1.539994,Escaldes-Engordany,multi-family housing,1947-1954,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=115,,BI,http://www.cultura.ad/banc/img/Grans/103.jpg,Patrimoni Cultural d'Andorra,115,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,CA.03-12,,,,,,
Antiga fàbrica de pells,42.510861,1.546306,Escaldes-Engordany,fabric,1946,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=116,,BI,http://www.cultura.ad/banc/img/Grans/104.jpg,Patrimoni Cultural d'Andorra,116,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,CA.03-03,,https://en.wikipedia.org/wiki/Antiga_f%C3%A0brica_de_pells,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=16,,Xavier Pla,
Terminal del funicular d'Engolasters i casa del guarda de FHASA,42.51698,1.565544,Escaldes-Engordany,funicular station,1931-1934,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=117,,BI,http://www.cultura.ad/banc/img/Grans/105.jpg,Patrimoni Cultural d'Andorra,117,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,CA.03-02,,,,,,
Casa Palmitjavila,42.508589,1.538172,Escaldes-Engordany,multi-family housing,1953-1956,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=118,,BI,http://www.cultura.ad/banc/img/Grans/106.jpg,Patrimoni Cultural d'Andorra,118,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,CA.03-13,,https://en.wikipedia.org/wiki/Casa_Palmitjavila,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=36,http://visitandorra.com/en/culture/contemporary-architecture-in-andorra/,,
Col·legi Sagrada Família,42.510713,1.54065,Escaldes-Engordany,school,1962-1965,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=119,,BI,http://www.cultura.ad/banc/img/Grans/107.jpg,Patrimoni Cultural d'Andorra,119,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,Edoc-24,,,,,Josep Canela,
Presa i caseta del guarda de Ràmio,42.496888,1.576673,Escaldes-Engordany,dam,1940,,https://www.cultura.ad/banc/Cerca3_Inventari.php?id=120,,BI,https://www.cultura.ad/banc/img/Grans/111.jpg,Patrimoni Cultural d'Andorra,120,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes in summer,Visible,CA.03-01,,,,,Joan Vehils,
Font de la plaça Creu Blanca,42.510895,1.542096,Escaldes-Engordany,fountain,1954,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=121,,BI,http://www.cultura.ad/banc/img/Grans/108.jpg,Patrimoni Cultural d'Andorra,121,Public,Contemporary,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,ELi-08,,,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=98,,,
Font de la plaça Santa Anna,42.509139,1.542694,Escaldes-Engordany,fountain,1951,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=122,,BI,http://www.cultura.ad/banc/img/Grans/109.jpg,Patrimoni Cultural d'Andorra,122,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,Eli-o6,,,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=99,,,
Font de l'avinguda de les Escoles,42.508787,1.540789,Escaldes-Engordany,fountain,1954,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=123,,BI,http://www.cultura.ad/banc/img/Grans/110.jpg,Patrimoni Cultural d'Andorra,123,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,Eli-07,,,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=99,,,
Gravats de cal Diumenge,42.517444,1.540389,Escaldes-Engordany,"engravings, habitat",unknown,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=136,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/123.jpg,Patrimoni Cultural d'Andorra,136,Private,,"Bronze Age: 2.500 BC-650 BC, Iron Age: 650 BC-1 BC",,Visible,,,,,,,
Farga d'Andorra,42.489389,1.60675,Escaldes-Engordany,forge,1732-1835,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=137,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/124.jpg,Patrimoni Cultural d'Andorra,137,Public,,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",,Visible,,,,,,,
Sant Jaume d'Engordany,42.513035,1.539923,Escaldes-Engordany,"habitat, necropolis, church","200-1 BC, 800-1993",,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=138,"https://www.google.com/maps/place/Sant+Jaume+d'Engordany/@42.513037,1.5398776,3a,75y,103h,90t/data=!3m6!1e1!3m4!1sJHAxEz53IPsAAAQfCZY3-Q!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xc9d44e433d539bbe!8m2!3d42.5130354!4d1.5399226!6m1!1e1",BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/125.jpg,Patrimoni Cultural d'Andorra,138,Public-Private,,"Iron Age: 650 BC-1 BC, Middle Ages: AD 500-1492 (6th to 15th century), Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",Yes,Visible,,,,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=66,http://visitandorra.com/en/culture/church-of-sant-jaume-d-engordany/,,
Cal Ribot,42.51281,1.538129,Escaldes-Engordany,People's houses,1400-1800,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=166,,BI,http://www.cultura.ad/banc/img/Grans/157.jpg,Patrimoni Cultural d'Andorra,166,Private,vernacular architecture,Middle Age (700 A.D.-1.1512 A.D.),No,Visible,EDi.12,,https://en.wikipedia.org/wiki/Cal_Ribot,,,,
Vall del Madriu-Perafita- Claror,42.4819418,1.600435231,"Escaldes-Engordany, Encamp, Andorra la Vella, Sant Julià de Lòria",cultural landscape,,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=28,,BIC UNESCO Cultural Landscape,http://www.cultura.ad/banc/img/Grans/17.jpg,Patrimoni Cultural d'Andorra,28,Public-Private,,,Yes,Visible,,https://www.tripadvisor.com/Attraction_Review-g190401-d501585-Reviews-Madriu_Perafita_Claror_Valley-Escaldes_Engordany_Escaldes_Engordany_Parish.html,https://it.wikipedia.org/wiki/Madriu_Perafita_Claror,http://www.encamp.ad/que-fer/Turisme%20actiu/vall-del-madriu/la-vall-del-madriu-perafita-claror-patrimoni-mundial-de-la-unesco,http://visitandorra.com/en/nature/hiking-route-itinerari-de-la-vall-del-madriu/,,
Església de Sant Climent de Pal,42.545974,1.475148,La Massana,church,"1000-1200, 1600-1700",,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=25,"https://www.google.com/maps/place/Sant+Climent+de+Pal/@42.5459544,1.4751404,3a,75y,105.04h,90t/data=!3m6!1e1!3m4!1skIiYIE-uKT8AAAQfCMzsYA!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xafdc58d1e4e929f5!8m2!3d42.5459612!4d1.4751388!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/14.jpg,Patrimoni Cultural d'Andorra,25,Public,"Romanic, Religious vernacular architecture","Middle Ages: AD 500-1492 (6th to 15th century),  Early modern period: 1492-1793 (16th to 18th century)",Yes,Visible,PA01,https://www.tripadvisor.com/Attraction_Review-g2060980-d2381898-Reviews-Sant_Climent_de_Pal-Pal_La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Sant_Climent_de_Pal,http://www.lamassana.ad/turisme/cat/descobreix/esglesies.html,http://visitandorra.com/nl/cultuur/church-of-sant-climent-de-pal/,,
Església de Sant Iscle i Santa Victòria,42.545009,1.51414,La Massana,church,1622,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=55,"https://www.google.com/maps/place/Sant+Iscle+i+Santa+Vict%C3%B2ria/@42.5450125,1.5141563,3a,75y,68.42h,90t/data=!3m6!1e1!3m4!1sv-zhX3tgV7UAAAQfCMgiFg!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x1dc38c0e1e268563!8m2!3d42.545009!4d1.51414!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/43.jpg,Patrimoni Cultural d'Andorra,55,Public,Religious vernacular architecture,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",Yes,Visible,LM01,https://www.tripadvisor.com/Attraction_Review-g2385361-d10670328-Reviews-Iglesia_de_San_Iscle_y_Santa_Victoria-La_Massana_La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Sant_Iscle_i_Santa_Vict%C3%B2ria_(Andorra),http://www.lamassana.ad/turisme/cat/descobreix/esglesies.html,http://visitandorra.com/en/culture/church-of-sant-iscle-i-santa-victoria/,,
Església de Sant Andreu d'Arinsal,42.572143,1.484004,La Massana,church,1600 -1700,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=56,"https://www.google.com/maps/place/Sant+Andreu+d'Arinsal/@42.5721139,1.4840114,3a,75y,346.04h,90t/data=!3m6!1e1!3m4!1sB8QEGvasocgAAAQfCMP6Eg!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x7f68dea4af327906!8m2!3d42.572143!4d1.484004!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/44.jpg,Patrimoni Cultural d'Andorra,56,Public,Religious vernacular architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,AR01,,https://ca.wikipedia.org/wiki/Sant_Andreu_d%27Arinsal,http://www.lamassana.ad/turisme/cat/descobreix/esglesies.html,http://visitandorra.com/en/culture/church-of-sant-andreu-d-arinsal/,,
Església de Sant Romà d'Erts,42.561867,1.496925,La Massana,church,1700-1800,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=57,"https://www.google.com/maps/place/Sant+Rom%C3%A0+d'Erts/@42.5617331,1.496695,3a,75y,43.03h,90t/data=!3m6!1e1!3m4!1sfe-fpcwPnmIAAAQfCMeH3w!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x71af4ebb1b3f50f!8m2!3d42.5617264!4d1.4966783!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/45.jpg,Patrimoni Cultural d'Andorra,57,Public,Religious vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",No,Visible,ER01,https://www.tripadvisor.com/Attraction_Review-g1076509-d10448348-Reviews-Sant_Roma_d_Erts-Erts_La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Sant_Rom%C3%A0_d%27Erts,http://www.lamassana.ad/turisme/cat/descobreix/esglesies.html,http://visitandorra.com/en/culture/church-of-sant-roma-d-erts/,,
Església de Sant Ermengol de l'Aldosa,42.543556,1.522553,La Massana,church,1600 -1800,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=58,"https://www.google.com/maps/place/Sant+Ermengol+de+l'Aldosa/@42.5435305,1.5225168,3a,75y,265.45h,90t/data=!3m6!1e1!3m4!1s1tdszNc4vvgAAAQfCMfWwQ!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x5bc4bc57334726ad!8m2!3d42.5435365!4d1.5225075!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/46.jpg,Patrimoni Cultural d'Andorra,58,Public,Religious vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",No,Visible,LA01,https://www.tripadvisor.com/Attraction_Review-g1076217-d11774974-Reviews-Sant_Ermengol_de_l_Aldosa-L_aldosa_La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Sant_Ermengol_de_l%27Aldosa,http://www.lamassana.ad/turisme/cat/descobreix/esglesies.html,http://visitandorra.com/en/culture/church-of-sant-ermengol/,,
Església de Sant Cristòfol d'Anyós,42.534974,1.524469,La Massana,church,1100 -1200,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=59,"https://www.google.com/maps/@42.5349727,1.5244763,3a,75y,87h,90t/data=!3m8!1e1!3m6!1sSAlP7JjkS6sAAAQfCMfUnw!2e0!3e2!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3DSAlP7JjkS6sAAAQfCMfUnw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D87.19041%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/47.jpg,Patrimoni Cultural d'Andorra,59,Public,Romanic,Middle Ages: AD 500-1492 (6th to 15th century),No,Visible,AN01,https://www.tripadvisor.com/Attraction_Review-g2385361-d2382169-Reviews-Sant_Cristofol_d_Anyos_Church-La_Massana_La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Sant_Crist%C3%B2fol_d%27Any%C3%B3s,http://www.lamassana.ad/turisme/cat/descobreix/esglesies.html,http://visitandorra.com/en/culture/church-of-sant-cristofol-d-anyos/,,
Església de Sant Joan de Sispony,42.533626,1.51595,La Massana,church,1641,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=60,"https://www.google.com/maps/place/Sant+Joan+de+Sispony/@42.5336438,1.515968,3a,75y,262.71h,90t/data=!3m6!1e1!3m4!1szhA1uL415JEAAAQfCU6bwg!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x77c193ec66fad9f4!8m2!3d42.533626!4d1.51595!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/48.jpg,Patrimoni Cultural d'Andorra,60,Public,Religious vernacular architecture,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",No,Visible,SI01,https://www.tripadvisor.com/Attraction_Review-g1941187-d10447628-Reviews-Sant_Joan_de_Sispony-Sispony_La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Sant_Joan_de_Sispony,http://www.lamassana.ad/turisme/cat/descobreix/esglesies.html,http://visitandorra.com/en/culture/church-of-sant-joan-de-sispony/,,
Pont de Sant Antoni de la Grella,42.525428,1.521011,La Massana,bridge,1850-1900,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=61,,BIC Monuments,http://www.cultura.ad/banc/img/Grans/49.jpg,Patrimoni Cultural d'Andorra,61,Public,vernacular architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,AN13,https://www.tripadvisor.com/Attraction_Review-g190400-d2385125-Reviews-Puente_de_Sant_Antoni_de_la_Grella-La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Pont_de_Sant_Antoni_de_la_Grella,,http://visitandorra.com/en/culture/bridge-of-sant-antoni-de-la-grella/,,
Hostal Palanques,42.545722,1.514387,La Massana,hotel,1933-1935,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=89,,BI,http://www.cultura.ad/banc/img/Grans/77.jpg,Patrimoni Cultural d'Andorra,89,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,LM22,,https://en.wikipedia.org/wiki/Hostal_Palanques,,,,
Quart de Sispony,42.533208,1.516333,La Massana,"People's houses, school",1947,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=90,,BI,http://www.cultura.ad/banc/img/Grans/78.jpg,Patrimoni Cultural d'Andorra,90,Public,Granite Architecture,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",No,Visible,SI02,,,,,,
Casa del Quart d'Anyós,42.534472,1.523917,La Massana,"People's houses, school",1950-1951,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=91,,BI,http://www.cultura.ad/banc/img/Grans/79.jpg,Patrimoni Cultural d'Andorra,91,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,AN14,,https://en.wikipedia.org/wiki/Casa_del_Quart_d%E2%80%99Any%C3%B3s,,,,
Pont d'Anyós,42.534913,1.521823,La Massana,bridge,1950-1952,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=92,,BI,http://www.cultura.ad/banc/img/Grans/80.jpg,Patrimoni Cultural d'Andorra,92,Public,Granite Architecture,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",Yes,Visible,AN15,,https://en.wikipedia.org/wiki/Pont_d%27Any%C3%B3s,,,,
Escoles de la Massana,42.544778,1.513861,La Massana,school,1963-1965,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=93,,BI,http://www.cultura.ad/banc/img/Grans/81.jpg,Patrimoni Cultural d'Andorra,93,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,LM45,,,,,Josep Canela,
Farga Rossell,42.545992,1.52104,La Massana,forge,"1842, 2002",,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=133,"https://www.google.ad/maps/place/Farga+Rossell+Centre+d'Interpretaci%C3%B3+del+Ferro/@42.5461232,1.5210902,3a,75y,330.55h,90t/data=!3m6!1e1!3m4!1s14D1Nsw-apMAAAQfCVJoTQ!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xa82be03f05254ae3!8m2!3d42.546108!4d1.5210913!6m1!1e1?hl",BI,http://www.cultura.ad/banc/img/Grans/120.jpg,Patrimoni Cultural d'Andorra,133,Public,,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",Yes,Visible,"LM33, LM34",https://www.tripadvisor.com/Attraction_Review-g2385361-d2385177-Reviews-La_Farga_Rossell-La_Massana_La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Farga_Rossell,http://www.lamassana.ad/turisme/cat/descobreix/museus.html,http://visitandorra.com/en/culture/the-rossell-forge-interpretation-centre/,,
Casa Rull,42.532428,1.514193,La Massana,house,1721,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=145,"https://www.google.ad/maps/place/Museu+Casa+Rull/@42.5323562,1.5142016,3a,75y,212.04h,85.05t/data=!3m6!1e1!3m4!1s97sXN3fK2J4AAAQfCU-aHw!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xbf847508a7183873!8m2!3d42.532366!4d1.514187!6m1!1e1?hl",BI,http://www.cultura.ad/banc/img/Grans/134.jpg,Patrimoni Cultural d'Andorra,145,Public,vernacular architecture,Early modern period: 1492-1793 (16th to 18th century),Yes,Visible,SI27,https://www.tripadvisor.com/Attraction_Review-g1941187-d2385101-Reviews-Museu_Casa_Rull-Sispony_La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Museu_Casa_Rull,http://www.lamassana.ad/turisme/cat/descobreix/museus.html,http://visitandorra.com/en/culture/casa-rull-museum/,,Today it is a Museum
Església Sant Antoni de la Grella,42.527642,1.520661,La Massana,church,1900-2000,,,"https://www.google.com/maps/place/Esgl%C3%A9sia+i+Pont+de+Sant+Antoni+de+la+Grella/@42.5276071,1.5206465,3a,75y,18h,90t/data=!3m6!1e1!3m4!1s_ib7SoUbjb4AAAQfCZXFGQ!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xcf6de24c16353c0!8m2!3d42.527642!4d1.520661!6m1!1e1",,http://visitandorra.com/var/andorra/storage/images/www.andorra.ad/llocs-i-serveis/esglesia-de-sant-antoni-de-la-grella/269363-37-cat-ES/esglesia-de-sant-antoni-de-la-grella_img_gallery_full_page.jpg,Andorra Turisme,,Public,Religius Vernacular Architecture,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",No,Visible,AN02,https://www.tripadvisor.com/Attraction_Review-g2385361-d10448149-Reviews-Church_of_Sant_Antoni_de_la_Grella-La_Massana_La_Massana_Parish.html,https://ca.wikipedia.org/wiki/Sant_Antoni_de_la_Grella,http://www.lamassana.ad/turisme/cat/descobreix/esglesies.html,http://visitandorra.com/en/culture/church-of-sant-antoni-de-la-grella/,,
Església Sant Andreu del Prat del Campanar,42.575426,1.481692,La Massana,church,"1100-1200, 1983",,,,,http://visitandorra.com/var/andorra/storage/images/www.andorra.ad/llocs-i-serveis/esglesia-de-sant-andreu-del-prat-del-campanar/270465-57-cat-ES/esglesia-de-sant-andreu-del-prat-del-campanar_img_gallery_full_page.jpg,Andorra Turisme,,Public,Romanic,"Middle Ages: AD 500-1492 (6th to 15th century),  Actual: 1970 - now",No,Visible,AR18,,https://ca.wikipedia.org/wiki/Sant_Andreu_del_Prat_del_Campanar,http://www.lamassana.ad/turisme/cat/descobreix/esglesies.html,http://visitandorra.com/en/culture/church-of-sant-andreu-del-prat-del-campanar/,,It is a reconstrución based on original Romanic House
Església de Sant Martí de la Cortinada,42.576663,1.517776,Ordino,church,"1000-1300, 1500-1800",,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=24,"https://www.google.com/maps/place/Sant+Mart%C3%AD+de+la+Cortinada/@42.5766425,1.5177796,3a,75y,346.64h,90t/data=!3m6!1e1!3m4!1sQvR2y_6I1TIAAAQfCNdNHQ!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xf262d9bd9fc948f5!8m2!3d42.5766626!4d1.5177762!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/13.jpg,Patrimoni Cultural d'Andorra,24,Public,"Romanic, Religious popular architecture","Middle Ages: AD 500-1492 (6th to 15th century), Early modern period: 1492-1793 (16th to 18th century)",Yes in summer,Visible,226,https://www.tripadvisor.com/Attraction_Review-g190399-d2381622-Reviews-Sant_Marti_de_La_Cortinada-La_Cortinada_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Sant_Mart%C3%AD_de_la_Cortinada,http://www.ordino.ad/turisme/que-visitar/esglesies,http://visitandorra.com/en/culture/church-of-sant-marti-de-la-cortinada/,,
Església de Sant Corneli i Sant Cebrià d'Ordino,42.556866,1.532851,Ordino,parish church,1500-1900,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=43,"https://www.google.com/maps/place/Sant+Corneli+i+Sant+Cebri%C3%A0+d'Ordino/@42.5568457,1.5328546,3a,75y,356.22h,90t/data=!3m6!1e1!3m4!1skclw9QXK-gAAAAQfCUBFNQ!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x5619a9096469f2d3!8m2!3d42.556866!4d1.532851!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/31.jpg,Patrimoni Cultural d'Andorra,43,Public,Religious popular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",Yes,Visible,398,https://www.tripadvisor.com/Attraction_Review-g2385370-d2381307-Reviews-Sant_Corneli_y_Sant_Cebria-Ordino_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Sant_Corneli_i_Sant_Cebri%C3%A0_d%27Ordino,http://www.ordino.ad/turisme/que-visitar/esglesies,http://visitandorra.com/en/culture/church-of-sant-corneli-i-sant-cebria/,,
Església de Sant Pere del Serrat,42.6181161,1.5382159,Ordino,church,1500-1700,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=44,"https://www.google.com/maps/place/Sant+Pere+del+Serrat/@42.6181031,1.5381697,3a,75y,52h,90t/data=!3m8!1e1!3m6!1sjOfnTw0rNjEAAAQfCQBqGA!2e0!3e2!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DjOfnTw0rNjEAAAQfCQBqGA%26output%3Dthumbnail%26cb_client%3Dsearch.TACTILE.gps%26thumb%3D2%26w%3D129%26h%3D106%26yaw%3D52.374653%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m12!1m6!3m5!1s0x0:0xf6575b77d53e4233!2sSant+Cerni+de+Nagol!8m2!3d42.4695487!4d1.5010232!3m4!1s0x0:0x7371086136d576d7!8m2!3d42.6181161!4d1.538216!6m1!1e1",BIC Monuments,http://www.cultura.ad/banc/img/Grans/32.jpg,Patrimoni Cultural d'Andorra,44,Public,Religious popular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,30,https://www.tripadvisor.com/Attraction_Review-g190396-d10446916-Reviews-Esglesia_de_Sant_Pere_del_Serrat-El_Serrat_Ordino_Parish.html,https://en.wikipedia.org/wiki/Esgl%C3%A9sia_de_Sant_Pere_del_Serrat,http://www.ordino.ad/turisme/que-visitar/esglesies,,,
Església de Sant Serni de Llorts,42.596396,1.526638,Ordino,church,1600-1700,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=45,"https://www.google.com/maps/place/Sant+Serni+de+Llorts/@42.5963953,1.5266363,3a,75y,349.65h,90t/data=!3m6!1e1!3m4!1ssP3C06CMyyMAAAQfCQF7AA!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x6c3005e7656e202a!8m2!3d42.5963959!4d1.5266385!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/33.jpg,Patrimoni Cultural d'Andorra,45,Public,Religious popular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,126,https://www.tripadvisor.com/Attraction_Review-g1170717-d8776752-Reviews-Esglesia_de_Sant_Serni_de_Llorts-Llorts_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Sant_Serni_de_Llorts,http://www.ordino.ad/turisme/que-visitar/esglesies,http://visitandorra.com/en/culture/church-of-sant-serni-de-llorts/,,
